ts_code,name,report_date,org_name,author_name,rating,rating_label,tp_low,tp_high,source_file,eps_y1,eps_y1_year,pe_y1,eps_y2,eps_y2_year,pe_y2,eps_y3,eps_y3_year,pe_y3
002459.SZ,晶澳科技,2026-05-05,东北证券,"韩金呈,高博禹",增持,Positive,12.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002459_SZ_20260505_东北证券_晶澳科技_推进海外供应链建设_出货量领先.md,0.14,2026.0,76.82,0.74,2027.0,14.69,1.24,2028.0,8.77
002459.SZ,晶澳科技,2026-05-05,光大证券,"殷中枢,郝骞",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002459_SZ_20260505_光大证券_晶澳科技2025年年报_2026年一季报点评_2025年组件.md,0.14,2026.0,78.0,0.48,2027.0,23.0,0.89,2028.0,12.0
002459.SZ,晶澳科技,2026-05-06,国联民生证券,"邓永康,林誉韬,王一如,朱碧野",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002459_SZ_20260506_国联民生证券_晶澳科技2025年年报及2026年一季报点评_海外布局趋于完.md,0.08,2026.0,138.0,0.62,2027.0,17.0,0.87,2028.0,12.0
002460.SZ,赣锋锂业,2026-04-08,国泰海通,"李鹏飞,魏雨迪",增持,Positive,95.1,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002460_SZ_20260408_国泰海通_赣锋锂业2025年年报点评_锂资源量提升_公司业绩快速释放.md,3.17,2026.0,24.94,4.12,2027.0,19.15,3.11,2028.0,25.42
002460.SZ,赣锋锂业,2026-04-26,华安证券,"许勇其,牛义杰",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002460_SZ_20260426_华安证券_赣锋锂业_业绩扭亏为盈_锂资源量提升.md,4.04,2026.0,21.03,6.1,2027.0,13.92,5.85,2028.0,14.53
002460.SZ,赣锋锂业,2026-04-27,华鑫证券,杜飞,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002460_SZ_20260427_华鑫证券_赣锋锂业公司事件点评报告_锂资源持续全球布局_2025年业绩.md,3.07,2026.0,27.7,3.49,2027.0,24.4,3.66,2028.0,23.2
002460.SZ,赣锋锂业,2026-05-03,东吴证券,"曾朵红,阮巧燕,岳斯瑶",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002460_SZ_20260503_东吴证券_赣锋锂业2026年一季报点评_锂价上行_权益资源量提升_Q1.md,4.45,2026.0,19.92,5.35,2027.0,16.57,6.03,2028.0,14.71
002460.SZ,赣锋锂业,2026-05-06,中信证券,"刘宇飞,拜俊飞",买入,Positive,107.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002460_SZ_20260506_中信证券_赣锋锂业2025年年报点评_自有资源量释放_利润有望快速提升.md,4.3,2026.0,20.6,4.9,2027.0,18.1,6.03,2028.0,14.7
002463.SZ,沪电股份,2026-04-28,国投证券,"马良,朱思",买入,Positive,115.03,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002463_SZ_20260428_国投证券_沪电股份_AI业务高景气_一季度同比大增.md,3.14,2026.0,32.6,4.6,2027.0,22.3,6.64,2028.0,15.4
002463.SZ,沪电股份,2026-04-28,广发证券,"王亮,耿正,张大伟",买入,Positive,119.93,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002463_SZ_20260428_广发证券_沪电股份_AI持续高景气_盈利能力不断提升.md,3.0,2026.0,35.0,4.49,2027.0,23.3,6.62,2028.0,15.9
002463.SZ,沪电股份,2026-05-02,国海证券,"胡剑,傅麒丞",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002463_SZ_20260502_国海证券_沪电股份公司动态研究2075003_营收业绩稳步增长_AI需.md,3.17,2026.0,32.31,4.77,2027.0,21.5,6.6,2028.0,15.53
002463.SZ,沪电股份,2026-05-05,招商证券,"鄢凡,程鑫,涂锟山",强烈推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002463_SZ_20260505_招商证券_沪电股份_26Q1业绩落于指引上沿_大规模扩产周期全面开启.md,3.09,2026.0,33.2,5.15,2027.0,19.9,7.2,2028.0,14.2
002463.SZ,沪电股份,2026-05-10,高盛集团（GoldmanSachs）,"Verena Jeng,Allen Chang",Buy,Positive,142.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002463_SZ_20260510_高盛集团Gold_WUS_High_speed_connection_driv.md,1.4,2026.0,,3.38,2026.0,32.2,6.18,2027.0,17.6
002466.SZ,天齐锂业,2026-04-27,Morgan Stanley,"Rachel L Zhang,Chris Jiang,Hannah Yang",Overweight,Positive,83.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002466_SZ_20260427_MorganSt_Tianqi_Lithium_Industries_Inc_.md,,,,,,,,,
002466.SZ,天齐锂业,2026-04-28,东吴证券,"曾朵红,阮巧燕,岳斯瑶",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002466_SZ_20260428_东吴证券_天齐锂业2026年一季报点评_矿端资源丰富弹性大_Q1业绩亮.md,4.92,2026.0,14.98,5.38,2027.0,13.69,5.66,2028.0,13.02
002466.SZ,天齐锂业,2026-04-29,中邮证券,"李帅华,魏欣",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002466_SZ_20260429_中邮证券_天齐锂业_一季度业绩大增_资源优势厚积薄发.md,4.44,2026.0,16.32,5.03,2027.0,14.43,5.36,2028.0,13.54
002466.SZ,天齐锂业,2026-04-29,华泰证券,"李斌,马俊",增持,Positive,93.96,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002466_SZ_20260429_华泰证券_天齐锂业_锂价上行助力Q1业绩同比高增.md,4.33,2026.0,16.75,5.32,2027.0,13.63,6.58,2028.0,11.02
002466.SZ,天齐锂业,2026-05-08,中信证券,"刘宇飞,拜俊飞",买入,Positive,108.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002466_SZ_20260508_中信证券_天齐锂业2025年年报及2026年一季报点评_锂价上行期_公.md,4.14,2026.0,19.1,4.81,2027.0,16.4,5.53,2028.0,14.3
002468.SZ,申通快递,2025-04-28,广发证券,"许可,周延宇,钟文海",增持,Positive,11.94,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002468_SZ_20250428_广发证券_申通快递_量利双增_均衡发展.md,0.85,2025.0,12.45,1.01,2026.0,10.57,1.11,2027.0,9.58
002468.SZ,申通快递,2025-04-29,长江证券,"韩轶超,鲁斯嘉,胡俊文",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002468_SZ_20250429_长江证券_申通快递_量本利正循环加速_业绩弹性持续兑现.md,0.92,2025.0,11.55,1.05,2026.0,10.08,1.19,2027.0,8.91
002468.SZ,申通快递,2025-05-06,中信建投,"韩军,梁骁",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002468_SZ_20250506_中信建投_申通快递24年报及一季报点评_核心逻辑逐步兑现_坚定看好公司.md,,,,,,,,,
002468.SZ,申通快递,2025-05-06,申万宏源证券,"闫海,王易,范晨轩",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002468_SZ_20250506_申万宏源证券_申通快递_24Q4旺季提价业绩兑现_25Q1激烈竞争中利润延.md,0.9,2025.0,12.0,1.1,2026.0,10.0,1.31,2027.0,8.0
002468.SZ,申通快递,2025-05-11,民生证券,"黄文鹤,张骁瀚",推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002468_SZ_20250511_民生证券_申通快递事件点评_股权激励计划彰显发展信心_25Q1市场份额.md,0.9,2025.0,12.0,1.08,2026.0,10.0,1.28,2027.0,8.0
002475.SZ,立讯精密,2026-05-06,国海证券,"胡剑,李晓康",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002475_SZ_20260506_国海证券_立讯精密公司动态研究_2026Q1业绩符合指引_消费电子_汽.md,2.9,2026.0,23.12,3.72,2027.0,18.02,4.59,2028.0,14.59
002475.SZ,立讯精密,2026-05-06,招商证券,鄢凡,强烈推荐,Positive,90.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002475_SZ_20260506_招商证券_立讯精密_Q1与上半年展望逆势增长_AI算力及端侧业务将迎全.md,2.97,2026.0,22.5,3.91,2027.0,17.1,5.08,2028.0,13.2
002475.SZ,立讯精密,2026-05-07,BERNSTEIN RESEARCH,"Alex Wang,Shirley Yang,Ethan Xu",Outperform,Neutral,86.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002475_SZ_20260507_BERNSTEI_Luxshare_Precision_Industry_Co.md,2.73,2026.0,25.2,3.54,2027.0,19.4,4.59,2028.0,
002475.SZ,立讯精密,2026-05-08,长江证券,"杨洋,高伊楠,蔡少东",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002475_SZ_20260508_长江证券_立讯精密_多元布局显韧性_业绩表现稳中有进.md,2.96,2026.0,22.61,3.77,2027.0,17.77,4.36,2028.0,15.36
002475.SZ,立讯精密,2026-05-11,招商证券,鄢凡,强烈推荐,Positive,90.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002475_SZ_20260511_招商证券_立讯精密_入主京西智行集团_全面进军汽车智能底盘赛道.md,2.97,2026.0,23.9,3.91,2027.0,18.1,5.08,2028.0,14.0
002493.SZ,荣盛石化,2026-05-05,国海证券,"董伯骏,杨丽蓉",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002493_SZ_20260505_国海证券_荣盛石化公司动态研究_民营炼化龙头Q1业绩高增_看好炼化景气.md,0.93,2026.0,15.07,1.0,2027.0,13.99,1.11,2028.0,12.58
002493.SZ,荣盛石化,2026-05-06,中信建投,"杨晖,吴宇",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002493_SZ_20260506_中信建投_荣盛石化_周期拐点已至_海外退出加速公司盈利修复.md,0.7,2026.0,20.01,0.88,2027.0,15.93,1.1,2028.0,12.64
002493.SZ,荣盛石化,2026-05-07,华创证券,"孙维容,邹骏程",强推,Positive,17.71,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002493_SZ_20260507_华创证券_荣盛石化2025年报及2026年一季报点评_一季度业绩大幅回.md,0.66,2026.0,20.0,0.79,2027.0,16.0,0.91,2028.0,14.0
002493.SZ,荣盛石化,2026-05-11,华安证券,王强峰,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002493_SZ_20260511_华安证券_荣盛石化_炼化景气回暖_盈利显著改善.md,0.78,2026.0,16.79,0.93,2027.0,14.1,1.07,2028.0,12.2
002493.SZ,荣盛石化,2026-05-11,申万宏源证券,"邵靖宇,宋涛,丁莹",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002493_SZ_20260511_申万宏源证券_荣盛石化_业绩超预期_浙石化盈利回暖_行业格局加速优化.md,0.8,2026.0,16.0,1.21,2027.0,11.0,1.49,2028.0,9.0
002508.SZ,老板电器,2025-05-08,国泰海通,"蔡雯娟,陈子仪,李阳",增持,Positive,27.15,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002508_SZ_20250508_国泰海通_老板电器24年_25Q1点评_分红比例新高_工程渠道承压_期.md,1.81,2025.0,10.98,1.94,2026.0,10.23,2.08,2027.0,9.55
002508.SZ,老板电器,2025-05-09,长江证券,陈亮,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002508_SZ_20250509_长江证券_老板电器_费用投放节奏差异导致费用率增加_经营利润阶段回落.md,1.76,2025.0,11.23,1.85,2026.0,10.68,1.95,2027.0,10.1
002508.SZ,老板电器,2025-05-10,中信建投,"马王杰,吕育儒",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002508_SZ_20250510_中信建投_老板电器_龙头地位稳固_分红比例继续提升.md,1.77,2025.0,11.22,1.86,2026.0,10.65,1.95,2027.0,10.15
002508.SZ,老板电器,2025-05-13,国联民生证券,"管泉森,孙珊,崔甜甜",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002508_SZ_20250513_国联民生证券_老板电器2024年报及2025一季报点评_国补助益_收入增长.md,1.75,2025.0,11.5,1.83,2026.0,11.0,1.92,2027.0,10.5
002508.SZ,老板电器,2025-05-13,招商证券,"史晋星,闫哲坤",强烈推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002508_SZ_20250513_招商证券_老板电器2024年报2025Q1点评_分红回购再创新高_国补.md,1.78,2025.0,11.4,1.87,2026.0,10.8,1.96,2027.0,10.3
002555.SZ,三七互娱,2026-04-30,东方证券,"项雯倩,李雨琪,金沐阳",增持,Positive,24.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002555_SZ_20260430_东方证券_三七互娱26年一季报点评_多款新游上线_期待_Last_As.md,1.6,2026.0,13.5,1.88,2027.0,11.5,2.03,2028.0,10.7
002555.SZ,三七互娱,2026-05-05,长江证券,"高超,杨云祺",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002555_SZ_20260505_长江证券_三七互娱_新游驱动收入环增_多款储备产品待上线.md,1.4,2026.0,15.28,1.55,2027.0,13.79,1.72,2028.0,12.49
002555.SZ,三七互娱,2026-05-06,国盛证券,"刘文轩,赵海楠",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002555_SZ_20260506_国盛证券_三七互娱_Q1利润高增_关注_Last_Asylum_后续流.md,1.46,2026.0,14.7,1.61,2027.0,13.3,1.71,2028.0,12.5
002555.SZ,三七互娱,2026-05-07,华创证券,"姚蕾,丁子然",推荐,Positive,25.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002555_SZ_20260507_华创证券_三七互娱2025年报及2026年一季报点评_新品储备丰富_出.md,1.45,2026.0,15.0,1.58,2027.0,14.0,1.7,2028.0,13.0
002555.SZ,三七互娱,2026-05-11,申万宏源证券,"林起贤,张淇元",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002555_SZ_20260511_申万宏源证券_三七互娱_1Q26扣非利润符合预期_新一轮产品周期已经开启验.md,1.4,2026.0,16.0,1.55,2027.0,14.0,1.71,2028.0,13.0
002558.SZ,巨人网络,2025-04-29,长江证券,"高超,杨云祺",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002558_SZ_20250429_长江证券_巨人网络_小游戏表现亮眼_关注新游进展及AI赋能.md,0.84,2025.0,16.51,0.94,2026.0,14.69,1.03,2027.0,13.37
002558.SZ,巨人网络,2025-04-30,中金,"张雪晴,余歆瑶",跑赢行业,Neutral,17.8,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002558_SZ_20250430_中金_巨人网络_稳健经营_关注新游_五千年_及AI布局.md,0.81,2025.0,17.9,0.87,2026.0,16.7,,,
002558.SZ,巨人网络,2025-04-30,国元证券,"李典,郜子娴",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002558_SZ_20250430_国元证券_巨人网络2024年年报及2025年一季报点评_24年归母净利.md,0.84,2025.0,17.2,0.94,2026.0,15.53,1.01,2027.0,14.44
002558.SZ,巨人网络,2025-04-30,国盛证券,"顾晟,刘书含",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002558_SZ_20250430_国盛证券_巨人网络_征途IP全系产品同步发力_全面接入DeepSeek.md,0.86,2025.0,16.8,0.97,2026.0,15.0,1.08,2027.0,13.4
002558.SZ,巨人网络,2025-05-04,招商证券,"顾佳,谢笑妍",强烈推荐,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002558_SZ_20250504_招商证券_巨人网络_25Q1_原始征途_正式版上线短期利润承压_关注合.md,0.84,2025.0,17.4,0.91,2026.0,15.9,1.01,2027.0,14.4
002568.SZ,百润股份,2025-05-06,东北证券,"李强,阚磊",买入,Positive,30.24,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002568_SZ_20250506_东北证券_百润股份_预调酒短期承压_烈酒业务有望突破.md,0.84,2025.0,31.04,1.0,2026.0,26.21,1.15,2027.0,22.61
002568.SZ,百润股份,2025-05-06,中金,"王文丹,宗旭豪,武雨欣",跑赢行业,Neutral,32.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002568_SZ_20250506_中金_百润股份_25Q1利润符合预期_期待威士忌产品放量.md,0.79,2025.0,33.2,0.91,2026.0,28.8,,,
002568.SZ,百润股份,2025-05-06,华西证券,寇星,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002568_SZ_20250506_华西证券_百润股份_预调酒企稳_关注威士忌新品.md,0.79,2025.0,33.49,0.93,2026.0,28.52,1.08,2027.0,24.6
002568.SZ,百润股份,2025-05-07,国联民生证券,"邓周贵,徐锡联,刘景瑜,吴雪枫",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002568_SZ_20250507_国联民生证券_百润股份_预调酒业务稳健_期待威士忌打开成长空间.md,0.77,2025.0,34.2,0.95,2026.0,28.0,1.13,2027.0,23.4
002568.SZ,百润股份,2025-05-13,浙商证券,"杨骥,满静雅",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002568_SZ_20250513_浙商证券_百润股份更新报告_预调酒短期承压_关注威士忌新品.md,0.76,2025.0,33.63,0.87,2026.0,29.27,0.99,2027.0,25.76
002594.SZ,比亚迪,2026-05-06,华金证券,黄程保,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002594_SZ_20260506_华金证券_比亚迪2026年一季报点评_海外销量保持高增_闪充带动产品矩.md,4.51,2026.0,22.3,5.82,2027.0,17.3,6.69,2028.0,15.1
002594.SZ,比亚迪,2026-05-07,华创证券,"张程航,张睿希",强推,Positive,119.2,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002594_SZ_20260507_华创证券_比亚迪2026年一季报点评_26Q1业绩符合预期_海外销量增.md,4.77,2026.0,21.0,6.23,2027.0,16.0,7.82,2028.0,13.0
002594.SZ,比亚迪,2026-05-10,中信证券,"尹欣驰,吴威辰,李景涛,武平乐,贾玉潇",买入,Positive,132.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002594_SZ_20260510_中信证券_比亚迪2026年4月销量点评_4月出海创新高_闪充车型值得期.md,5.56,2026.0,18.0,6.65,2027.0,15.0,7.71,2028.0,13.0
002594.SZ,比亚迪,2026-05-11,中信证券,"尹欣驰,吴威辰,李景涛,武平乐,贾玉潇",买入,Positive,132.0,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002594_SZ_20260511_中信证券_比亚迪2026年一季报点评_业绩符合预期_车业务毛利率表现亮.md,5.56,2026.0,18.0,6.65,2027.0,15.0,7.71,2028.0,13.0
002594.SZ,比亚迪,2026-05-13,兴业证券,"董晓彬,王凯丽",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002594_SZ_20260513_兴业证券_比亚迪_2025年业绩稳健_海外销量高增.md,4.42,2026.0,22.3,5.43,2027.0,18.1,6.23,2028.0,15.8
002600.SZ,领益智造,2026-05-02,华安证券,"李美贤,刘志来",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002600_SZ_20260502_华安证券_领益智造_聚焦四大战略方向_期待多维度成长.md,0.39,2026.0,35.83,0.49,2027.0,28.45,0.63,2028.0,22.24
002600.SZ,领益智造,2026-05-06,开源证券,"陈蓉芳,张威震",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002600_SZ_20260506_开源证券_领益智造_2026Q1业绩阶段承压_机器人_液冷新业务加速推.md,0.41,2026.0,34.2,0.58,2027.0,24.1,0.76,2028.0,18.4
002600.SZ,领益智造,2026-05-09,长江证券,"杨洋,蔡少东",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002600_SZ_20260509_长江证券_领益智造_业绩稳健增长__人眼折服_战略成效显著.md,0.45,2026.0,31.58,0.57,2027.0,24.8,0.67,2028.0,21.07
002600.SZ,领益智造,2026-05-10,东北证券,"李玖,陈敏佳",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002600_SZ_20260510_东北证券_领益智造_毛利率持续改善_液冷与机器人打开成长空间.md,0.45,2026.0,33.81,0.66,2027.0,22.73,0.98,2028.0,15.45
002600.SZ,领益智造,2026-05-13,申万宏源证券,"杨海晏,刘洋,陈俊兆",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002600_SZ_20260513_申万宏源证券_领益智造_汇率波动影响有望下半年缓解_关注_人眼折服_增长动.md,0.41,2026.0,36.0,0.59,2027.0,25.0,0.76,2028.0,20.0
002601.SZ,龙佰集团,2026-05-06,华安证券,王强峰,买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002601_SZ_20260506_华安证券_龙佰集团_钛白粉价格环比上涨_加速全球化产能布局.md,0.73,2026.0,23.31,1.09,2027.0,15.58,1.28,2028.0,13.21
002601.SZ,龙佰集团,2026-05-06,国海证券,"董伯骏,仲逸涵",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002601_SZ_20260506_国海证券_龙佰集团2025年年报及2026年一季报点评_2026Q1归.md,0.76,2026.0,22.12,1.03,2027.0,16.34,1.22,2028.0,13.85
002601.SZ,龙佰集团,2026-05-07,东方财富证券,"张志扬,梅宇鑫",增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002601_SZ_20260507_东方财富证券_龙佰集团财报点评_钛矿价格_钛白粉价差下降或致业绩承压_新增.md,0.64,2026.0,26.53,0.93,2027.0,18.25,1.19,2028.0,14.21
002601.SZ,龙佰集团,2026-05-11,中原证券,顾敏豪,增持,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002601_SZ_20260511_中原证券_龙佰集团年报点评_成本上升带来短期业绩承压_全球化布局不断完.md,0.64,2026.0,25.97,0.78,2027.0,21.25,1.19,2028.0,14.06
002601.SZ,龙佰集团,2026-05-14,华源证券,"李辉,张峰,刘晓宁,李佳骏",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002601_SZ_20260514_华源证券_龙佰集团_钛白景气触底反弹_业绩有望修复.md,0.63,2026.0,28.27,1.16,2027.0,15.34,1.54,2028.0,11.58
002602.SZ,世纪华通,2024-05-25,海通证券,"毛云聪,孙小雯,陈星光,康百川",优于大市,Neutral,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002602_SZ_20240525_海通证券_世纪华通公司年报点评_24Q1营收_利润增长亮眼_点点互动新.md,0.35,2024.0,12.68,0.41,2025.0,10.68,0.49,2026.0,9.02
002602.SZ,世纪华通,2024-05-26,海通国际证券,"毛云聪,陈星光,康百川,Monique Shan",优于大市,Neutral,5.95,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002602_SZ_20240526_海通国际证券_世纪华通公司年报点评_24Q1营收_利润增长亮眼_点点互动新.md,0.35,2024.0,12.68,0.41,2025.0,10.68,0.49,2026.0,9.02
002602.SZ,世纪华通,2024-09-05,海通国际证券,"毛云聪,孙小雯,陈星光,Monique Shan",优于大市,Neutral,5.44,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002602_SZ_20240905_海通国际证券_世纪华通公司半年报点评_24H1营收净利高速增长_海外业务表.md,0.32,2024.0,13.63,0.38,2025.0,11.49,0.45,2026.0,9.72
002602.SZ,世纪华通,2024-09-05,海通证券,"毛云聪,孙小雯,陈星光,赵旖旎",优于大市,Neutral,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002602_SZ_20240905_海通证券_世纪华通公司半年报点评_24H1营收净利高速增长_海外业务表.md,0.32,2024.0,13.63,0.38,2025.0,11.49,0.45,2026.0,9.72
002603.SZ,以岭药业,2024-11-04,华创证券,"郑辰,高初蕾",推荐,Positive,22.8,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002603_SZ_20241104_华创证券_以岭药业2024年三季报点评_经历调整阵痛_期待修复拐点.md,0.54,2024.0,31.0,0.65,2025.0,26.0,0.78,2026.0,22.0
002603.SZ,以岭药业,2024-11-05,中信建投,"贺菊颖,刘若飞,袁全,赖俊勇",买入,Positive,,,/Users/apple/PycharmProjects/PythonProject12/Fin-RAG-Knowledge-Base/data/processed/markdown/rc_002603_SZ_20241105_中信建投_以岭药业_多重因素短期扰动_学术创新赋能发展.md,0.51,2024.0,32.9,0.63,2025.0,27.0,0.79,2026.0,21.3
